0.74146,0.23642,0.72453
0.20158,0.77877,0.3454
0.27338,0.2641,0.26106
0.65653,0.76786,0.76924
0.20931,0.34186,0.77832
0.73884,0.74128,0.26925
0.77482,0.22282,0.25361
